Thématique,N°Asso.,Nom association,Nature subv.,Titre du projet,"N°
DCM","DCM
Date", Accordé ,"Conv°
Lettre engagement",SIRET, Nature , Modalités de paiement 
VIE ASSOCIATIVE,2011,COMITE DE QUARTIER CROIX D'ARGENT-SABINES CA2011!,Fonctionnement,,V2019-181,12/06/2019, 500 € ,En attente réception,79836507800012,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
VIE ASSOCIATIVE,2012,ASSOCIATION DE QUARTIER BEAUX-ARTS PIERRE ROUGE CA2012!,Fonctionnement,,V2019-181,12/06/2019, 500 € ,En attente réception,79786714000015,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
VIE ASSOCIATIVE,2012,ASSOCIATION DE QUARTIER BEAUX-ARTS PIERRE ROUGE CA2012!,Projet,BAL 2019,V2019-181,12/06/2019, 250 € ,En attente réception,79786714000015,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
VIE ASSOCIATIVE,2012,ASSOCIATION DE QUARTIER BEAUX-ARTS PIERRE ROUGE CA2012!,Projet,CARNAVAL 2019,V2019-181,12/06/2019, 250 € ,En attente réception,79786714000015,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
VIE ASSOCIATIVE,2012,ASSOCIATION DE QUARTIER BEAUX-ARTS PIERRE ROUGE CA2012!,Projet,FAITES DES LUMIERES 2019,V2019-181,12/06/2019, 200 € ,En attente réception,79786714000015,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
COMMEMORATIONS,2079,ANCIENS MARINS ET MARINS ANCIENS COMBATTANTS DE MONTPELLIER AMMAC CA2079!,Fonctionnement,,V2019-196,12/06/2019,200 €,En attente réception,52414872300017,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
COMMEMORATIONS,2305,MOZAIK OUTRE MER CA2305!,Projet,JOURNEE COMMEMORATIVE DU SOUVENIR DE L'ESCLAVAGE ET DE SON ABOLITION,V2019-196,12/06/2019,200 €,En attente réception,75110976000023,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
SOCIAL / EXCLUSION,2835,SOLIDARITE DOM TOM HERAULT CA2835!,Fonctionnement,,V2019-181,12/06/2019,"15,000 €",En attente réception,39401218100035,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention
JEUNESSE & SPORT / SPORTS,3059,MONTPELLIER AGGLOMERATION PLONGEE UNIVERSITE CLUB CA3059!,Fonctionnement,,V2019-181,12/06/2019,"1,800 €",En attente réception,51462269500021,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
SOCIAL / SOLIDARITE,3104,ETRE EN SCENE CA3104!,Projet,ATELEIRS DE DANSE ET D'ECRITURE,V2019-199,12/06/2019,"4,000 €",En attente réception,40054197500043,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
VIE ASSOCIATIVE,3174,PROJET AVENIR HARKIS FRANCAIS MUSULMANS CA3174!,Fonctionnement,,V2019-181,12/06/2019," 1,000 € ",En attente réception,39909255000033,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
CULTURE,3283,COMPAGNIE LES TETES DE BOIS CA3283!,Projet,LA VISITE DE LA VIEILLE,V2019-219,12/06/2019,"3,500 €",En attente réception,47756528700034,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,3659,MONTPELLIER MEDITERRANEE METROPOLE TAEKWONDO CA3659!,Projet,STAGE ETÉ MOSSON INITIATION AU TAEKWONDO,V2019-181,12/06/2019,"1,000 €",En attente réception,79368457200019,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
CONTRAT DE VILLE COHESION SOCIALE,3746,ASSOCIATION UNI'SONS CA3746!,,L'ART EST PUBLIC,V2019-199,12/06/2019,"4,000 €",En attente réception,41196864700049,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,3833,MONTPELLIER LANGUEDOC CYCLISME CA3833!,Projet,STAGE ETÉ MOSSON ANIMATIONS BMX,V2019-181,12/06/2019,"1,700 €",En attente réception,44894104700038,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
SANTE,4200,ASSOCIATION ENVIE CA4200!,Projet,ACCOMPAGNER VERS LE DEPISTAGE VIH ET IST,V2019-181,12/06/2019,"4,000 €",En attente réception,41779681000048,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
CULTURE,4377,PULX CA4377!,Projet,DISTRICT DANSE,V2019-219,12/06/2019,"4,600 €",En attente réception,48252835300048,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
SOCIAL / EXCLUSION,4583,ORDRE DE MALTE - FRANCE CA4583!,Fonctionnement,,V2019-181,12/06/2019,"1,000 €",En attente réception,74354232000002,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
ENFANCE,4770,RIROLI CA4770!,Fonctionnement,,V2019-181,12/06/2019,600 €,En attente réception,75392941300015,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,4806,ASSOCIATION SPORTIVE ET CULTURELLE PAILLADE MERCURE CA4806!,Projet,STAGE ETÉ MOSSON TOURNOI DE FOOT OU FUTSAL,V2019-181,12/06/2019,"1,400 €",En attente réception,41256475900014,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
COMMEMORATIONS,4845,SOUVENIR FRANCAIS COMITE DE MONTPELLIER CA4845!,Fonctionnement,,V2019-196,12/06/2019,900 €,En attente réception,77567618200105,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,4875,ASSOCIATION SPORTIVE DE CELLENEUVE CA4875!,Fonctionnement,,V2019-195,12/06/2019,500 €,En attente réception,44913956700019,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
CULTURE,4953,L'ARC EN CIEL DES FAUBOURGS CA4953!,Projet,24 IEME FESTIVAL DES FANFARES,V2019-219,12/06/2019,"6,000 €",En attente réception,49267012000012,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention
CULTURE,4991,GROUPE NOCES DANSE IMAGES CA4991!,Fonctionnement,,V2019-219,12/06/2019,"3,200 €",En attente réception,47885200700028,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
SOCIAL / HANDICAP,5097,LES ENFANTS D'HELENE CA5097!,Fonctionnement,,V2019-199,12/06/2019,"3,000 €",En attente réception,51105832300045,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
REUSSITE EDUCATIVE,5097,LES ENFANTS D'HELENE CA5097!,Fonctionnement,,V2019-192,12/06/2019,"3,000 €",En attente réception,51105832300045,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
CULTURE,5238,LES GALERIES DE MONTPELLIER CA5238!,Projet,BOOM,V2019-181,12/06/2019,"6,500 €",En attente réception,51405773600027,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention
JEUNESSE & SPORT / SPORTS,5792,MONTPELLIER JUDO OLYMPIC CA5792!,Projet,STAGE ETÉ MOSSON INITIATION AU JUDO,V2019-181,12/06/2019,"1,400 €",En attente réception,79394120400018,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
SANTE,5803,ENTREE DE SECOURS CA5803!,Projet,LA PRÉVENTION POUR TOUS,V2019-181,12/06/2019,"2,000 €",En attente réception,79387260700015,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
REUSSITE EDUCATIVE,5939,COMITE DEPARTEMENTAL DE LA JEUNESSE AU PLEIN AIR DE L HERAULT JPA34 CA5939!,Fonctionnement,,V2019-192,12/06/2019,500 €,En attente réception,30082287100046,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
CULTURE,6069,MANOIR DU CRIME CA6069!,Projet,FESTIVAL AU DELÀ DU DRAGON,V2019-181,12/06/2019,500 €,En attente réception,79938473000021,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
CULTURE,6250,MONTPELLIER ACCORDEON CA6250!,Projet,FESTIVAL ACCORDÉON PLURIEL 6 ÈME ÉDITION,V2019-219,12/06/2019,"1,800 €",En attente réception,49789479000029,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
VIE ASSOCIATIVE,6299,PATCH A TOUT COEUR CA6299!,Fonctionnement,,V2019-181,12/06/2019, 400 € ,En attente réception,75395472600018,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
SANTE,6305,DREAM CA6305!,Fonctionnement,,V2019-223,12/06/2019,500 €,En attente réception,52364660200012,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
VIE ASSOCIATIVE,6370,BIEN VIVRE A AIGUELONGUE CA6370!,Fonctionnement,,V2019-181,12/06/2019, 500 € ,En attente réception,81199777400013,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
COMMEMORATIONS,6486,COLLECTIF 10 MAI POUR LA MEMOIRE DE L'ESCLAVAGE CA6486!,Fonctionnement,,V2019-181,12/06/2019,200 €,En attente réception,79996649400012,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
CULTURE,6494,MAUDITE TARAF CA6494!,Projet,QUANTIC SUFI,V2019-219,12/06/2019,"1,000 €",En attente réception,53739366200011,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
SANTE,6544,LIGUE NATIONALE CONTRE L'OBESITE CA6544!,Fonctionnement,,V2019-223,12/06/2019,"5,000 €",En attente réception,80287035200019,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
SANTE,6544,LIGUE NATIONALE CONTRE L'OBESITE CA6544!,Projet,PROGRAMME ELAN (J'AGIS POUR MA SANTÉ),V2019-223,12/06/2019,"2,900 €",En attente réception,80287035200019,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
CULTURE,6651,LIBRE COURS CA6651!,Fonctionnement,,V2019-219,12/06/2019,"3,400 €",En attente réception,81415275700013,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
JEUNESSE & SPORT / SPORTS,6720,VOYAGE AU BOUT DE LA CIME CA6720!,Projet,STAGE ETÉ MOSSON DECOUVERTE D'UNE ACTIVITE DE PLEIN AIR,V2019-181,12/06/2019,"1,700 €",En attente réception,82533779300012,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
VIE ASSOCIATIVE,6726,VIVRE PARC MARIANNE CA6726!,Fonctionnement,,V2019-181,12/06/2019, 500 € ,En attente réception,81407450600027,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
VIE ASSOCIATIVE,6726,VIVRE PARC MARIANNE CA6726!,Projet,MARIANNE SHOW,V2019-181,12/06/2019, 700 € ,En attente réception,81407450600027,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
SOCIAL / SOLIDARITE,6727,AREA CA6727!,Projet,INSERTION SOCIALE GLOBALE,V2019-199,12/06/2019,"15,000 €",En attente réception,80499140400018,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention
VIE ASSOCIATIVE,6730,COMITE DE QUARTIER PIERRES VIVES CA6730!,Fonctionnement,,V2019-181,12/06/2019, 500 € ,En attente réception,82313029900014,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
CULTURE,6765,POPLITE MOBILIS CA6765!,Projet,BLEU FIXE,V2019-181,12/06/2019,500 €,En attente réception,82785480300018,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
CULTURE,6765,POPLITE MOBILIS CA6765!,Fonctionnement,,V2019-181,12/06/2019,500 €,En attente réception,82785480300018,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
CULTURE,6808,ASSOCIATION POUR LE DEVELOPPEMENT DES MIXITES ARTISTIQUES ET SOCIALES ET DES SOLIDARITES ADEMASS CA6808!,Projet,ATELIER STREET ART,V2019-219,12/06/2019,"1,000 €",En attente réception,80948125200025,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
SOCIAL / SOLIDARITE,6823,LES LOUVETEAUX DE L'IMPRO CA6823!,Projet,IMPROVISATON ET GESTION DU STRESS,V2019-199,12/06/2019,"5,600 €",En attente réception,82273660900014,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention
REUSSITE EDUCATIVE,7040,EDUC LAB CA7040!,Projet,LUTTE CONTRE LE HARELEMENT SCOLAIRE,V2019-192,12/06/2019,250 €,En attente réception,83381045000019,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
REUSSITE EDUCATIVE,7040,EDUC LAB CA7040!,Projet,,V2019-192,12/06/2019,250 €,En attente réception,51054215200028,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
SOCIAL / SOLIDARITE,7050,PASTORALE  EVANGELIQUE CNEF MONTPELLIER CA7050!,Fonctionnement,,V2019-199,12/06/2019,"8,500 €",En attente réception,83538089000011,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention
SOCIAL / HANDICAP,7129,INFORMATION ET RECHERCHE SUR LA RETINITE PIGMENTAIRE IRRP CA7129!,Projet,MARCHE NATIONALE POUR LA VUE,V2019-181,12/06/2019,"1,000 €",En attente réception,37825256300036,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
REUSSITE EDUCATIVE,NA,GIP FORMAVIE,Projet,PROMOTION DE LA LAICITÉ,V2019-187,12/06/2019,"4,800 €",En attente réception,83381045000019,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB
INTERNATIONAL,3,UNICEF CA3!,Fonctionnement,,V2019-553,19/12/2019,700 €,Pièce paiement reçue,75392941300015,Paiment en une seule fois à reception de la lettre d'engagement,
VIE ASSOCIATIVE,13,FRANCE BENEVOLAT MONTPELLIER HERAULT CA13!,Fonctionnement,,V2019-540,19/12/2019,"1,500 €",Pièce paiement reçue,52901845900014,Paiment en une seule fois à reception de la lettre d'engagement,
PARTENARIATS SPORT,25,LES PETITS DEBROUILLARDS OCCITANIE CA25!,Projet,La tête et les jambes,V2019-543,19/12/2019,"3,000 €",En attente réception,83812981500018,Paiment en une seule fois à reception de la lettre d'engagement,
SOCIAL / SOLIDARITE,25,LES PETITS DEBROUILLARDS OCCITANIE CA25!,Projet,Atelier pratique du numérique au CEIS,V2019-548,19/12/2019,"10,500 €",En attente réception,41177507500046,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",
REUSSITE EDUCATIVE,25,LES PETITS DEBROUILLARDS OCCITANIE CA25!,Fonctionnement,,V2019-541,19/12/2019,"2,300 €",,41177507500046,Paiment en une seule fois à reception de la lettre d'engagement,
REUSSITE EDUCATIVE,25,LES PETITS DEBROUILLARDS OCCITANIE CA25!,Projet,Stage la tête et les jambes,V2019-541,19/12/2019,"1,500 €",Pièce paiement reçue,41177507500046,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,29,MONTPELLIER CONTACTS - RADIO CLAPAS CA29!,Fonctionnement,,V2019-546,19/12/2019,"8,000 €",Pièce paiement reçue,84165197900012,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",
ECOLOGIE URBAINE,31,SOCIETE D'HORTICULTURE ET D'HISTOIRE NATURELLE DE L'HERAULT SHHNH CA31!,Fonctionnement,,V2019-551,19/12/2019,"1,000 €",Pièce paiement reçue,33977442400263,Paiment en une seule fois à reception de la lettre d'engagement,
ECOLOGIE URBAINE,31,SOCIETE D'HORTICULTURE ET D'HISTOIRE NATURELLE DE L'HERAULT SHHNH CA31!,Projet,Etude de la biodiversité urbaine,V2019-551,19/12/2019,500 €,Pièce paiement reçue,38781397500027,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,38,RADIO AVIVA AMDCJLR CA38!,Fonctionnement,,V2019-546,19/12/2019,"8,000 €",Pièce paiement reçue,34759532400018,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",
